timepoint_idx,timestamp,backend,rep,scale_factor,exp_val,n_shots,ideal
16,2026-03-26T17:06:45.865788+00:00,EQE1,18,1.0,0.268555,4096,0.981197
16,2026-03-26T17:06:45.865788+00:00,EQE1,18,3.0,0.009277,4096,0.981197
16,2026-03-26T17:06:45.865788+00:00,EQE1,18,5.0,-0.117676,4096,0.981197
16,2026-03-26T17:06:45.865788+00:00,EQE1,19,1.0,0.239258,4096,0.981197
16,2026-03-26T17:06:45.865788+00:00,EQE1,19,3.0,-0.025391,4096,0.981197
16,2026-03-26T17:06:45.865788+00:00,EQE1,19,5.0,-0.154297,4096,0.981197
16,2026-03-26T17:06:45.865788+00:00,EQE1,20,1.0,0.274414,4096,0.981197
16,2026-03-26T17:06:45.865788+00:00,EQE1,20,3.0,0.009277,4096,0.981197
16,2026-03-26T17:06:45.865788+00:00,EQE1,20,5.0,-0.139160,4096,0.981197
16,2026-03-26T17:06:45.865788+00:00,EQE1,21,1.0,0.270508,4096,0.981197
16,2026-03-26T17:06:45.865788+00:00,EQE1,21,3.0,-0.034180,4096,0.981197
16,2026-03-26T17:06:45.865788+00:00,EQE1,21,5.0,-0.140625,4096,0.981197
16,2026-03-26T17:06:45.865788+00:00,EQE1,22,1.0,0.312012,4096,0.981197
16,2026-03-26T17:06:45.865788+00:00,EQE1,22,3.0,-0.004883,4096,0.981197
16,2026-03-26T17:06:45.865788+00:00,EQE1,22,5.0,-0.165039,4096,0.981197
16,2026-03-26T17:06:45.865788+00:00,EQE1,23,1.0,0.271484,4096,0.981197
16,2026-03-26T17:06:45.865788+00:00,EQE1,23,3.0,-0.030762,4096,0.981197
16,2026-03-26T17:06:45.865788+00:00,EQE1,23,5.0,-0.144043,4096,0.981197
16,2026-03-26T17:06:45.865788+00:00,EQE1,24,1.0,0.261230,4096,0.981197
16,2026-03-26T17:06:45.865788+00:00,EQE1,24,3.0,-0.009766,4096,0.981197
16,2026-03-26T17:06:45.865788+00:00,EQE1,24,5.0,-0.168945,4096,0.981197
16,2026-03-26T17:06:45.865788+00:00,EQE1,25,1.0,0.265137,4096,0.981197
16,2026-03-26T17:06:45.865788+00:00,EQE1,25,3.0,-0.025879,4096,0.981197
16,2026-03-26T17:06:45.865788+00:00,EQE1,25,5.0,-0.168457,4096,0.981197
16,2026-03-26T17:06:45.865788+00:00,EQE1,26,1.0,0.265137,4096,0.981197
16,2026-03-26T17:06:45.865788+00:00,EQE1,26,3.0,0.007812,4096,0.981197
16,2026-03-26T17:06:45.865788+00:00,EQE1,26,5.0,-0.135254,4096,0.981197
16,2026-03-26T17:06:45.865788+00:00,EQE1,27,1.0,0.278809,4096,0.981197
16,2026-03-26T17:06:45.865788+00:00,EQE1,27,3.0,-0.000488,4096,0.981197
16,2026-03-26T17:06:45.865788+00:00,EQE1,27,5.0,-0.145508,4096,0.981197
16,2026-03-26T17:06:45.865788+00:00,EQE1,28,1.0,0.263672,4096,0.981197
16,2026-03-26T17:06:45.865788+00:00,EQE1,28,3.0,-0.018555,4096,0.981197
16,2026-03-26T17:06:45.865788+00:00,EQE1,28,5.0,-0.147461,4096,0.981197
16,2026-03-26T17:06:45.865788+00:00,EQE1,29,1.0,0.254883,4096,0.981197
16,2026-03-26T17:06:45.865788+00:00,EQE1,29,3.0,-0.046875,4096,0.981197
16,2026-03-26T17:06:45.865788+00:00,EQE1,29,5.0,-0.160156,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,0,1.0,0.285645,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,0,3.0,-0.001465,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,0,5.0,-0.156250,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,1,1.0,0.280273,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,1,3.0,0.014160,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,1,5.0,-0.145508,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,2,1.0,0.292969,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,2,3.0,-0.046387,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,2,5.0,-0.146973,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,3,1.0,0.266602,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,3,3.0,0.004883,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,3,5.0,-0.120117,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,4,1.0,0.286621,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,4,3.0,0.008301,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,4,5.0,-0.143066,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,5,1.0,0.282715,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,5,3.0,-0.018555,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,5,5.0,-0.150879,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,6,1.0,0.261719,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,6,3.0,0.008301,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,6,5.0,-0.117676,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,7,1.0,0.285156,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,7,3.0,-0.000977,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,7,5.0,-0.179199,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,8,1.0,0.282715,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,8,3.0,-0.026367,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,8,5.0,-0.173828,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,9,1.0,0.287598,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,9,3.0,-0.034180,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,9,5.0,-0.141113,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,10,1.0,0.254395,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,10,3.0,0.002930,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,10,5.0,-0.147949,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,11,1.0,0.272949,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,11,3.0,-0.013184,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,11,5.0,-0.146973,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,12,1.0,0.269531,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,12,3.0,-0.015137,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,12,5.0,-0.142578,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,13,1.0,0.279297,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,13,3.0,-0.031250,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,13,5.0,-0.178223,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,14,1.0,0.276367,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,14,3.0,-0.034668,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,14,5.0,-0.162598,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,15,1.0,0.269531,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,15,3.0,-0.018555,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,15,5.0,-0.139160,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,16,1.0,0.295410,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,16,3.0,0.018066,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,16,5.0,-0.141602,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,17,1.0,0.268066,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,17,3.0,-0.018555,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,17,5.0,-0.175293,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,18,1.0,0.291992,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,18,3.0,-0.025879,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,18,5.0,-0.135254,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,19,1.0,0.247070,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,19,3.0,-0.010254,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,19,5.0,-0.141113,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,20,1.0,0.270996,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,20,3.0,-0.023926,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,20,5.0,-0.120117,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,21,1.0,0.268555,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,21,3.0,-0.015137,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,21,5.0,-0.120117,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,22,1.0,0.269043,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,22,3.0,-0.034180,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,22,5.0,-0.120605,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,23,1.0,0.279297,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,23,3.0,-0.007812,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,23,5.0,-0.170898,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,24,1.0,0.249023,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,24,3.0,0.000000,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,24,5.0,-0.143066,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,25,1.0,0.294434,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,25,3.0,0.006836,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,25,5.0,-0.151855,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,26,1.0,0.238770,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,26,3.0,-0.005371,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,26,5.0,-0.133301,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,27,1.0,0.284668,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,27,3.0,-0.007324,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,27,5.0,-0.144043,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,28,1.0,0.272949,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,28,3.0,-0.024414,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,28,5.0,-0.126465,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,29,1.0,0.258301,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,29,3.0,-0.027344,4096,0.981197
17,2026-03-26T17:36:45.865765+00:00,EQE1,29,5.0,-0.117188,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,0,1.0,0.250488,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,0,3.0,-0.016113,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,0,5.0,-0.126953,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,1,1.0,0.258301,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,1,3.0,-0.002930,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,1,5.0,-0.135254,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,2,1.0,0.289062,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,2,3.0,-0.005859,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,2,5.0,-0.140625,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,3,1.0,0.266113,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,3,3.0,-0.012695,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,3,5.0,-0.141602,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,4,1.0,0.267090,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,4,3.0,-0.021484,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,4,5.0,-0.122070,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,5,1.0,0.291992,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,5,3.0,0.007324,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,5,5.0,-0.162598,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,6,1.0,0.294922,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,6,3.0,-0.004883,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,6,5.0,-0.146484,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,7,1.0,0.280273,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,7,3.0,0.003906,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,7,5.0,-0.134277,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,8,1.0,0.267090,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,8,3.0,-0.008789,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,8,5.0,-0.137207,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,9,1.0,0.272949,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,9,3.0,-0.024414,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,9,5.0,-0.145996,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,10,1.0,0.275879,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,10,3.0,-0.030273,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,10,5.0,-0.159180,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,11,1.0,0.270508,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,11,3.0,-0.007324,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,11,5.0,-0.159180,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,12,1.0,0.274902,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,12,3.0,-0.010742,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,12,5.0,-0.161133,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,13,1.0,0.287109,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,13,3.0,-0.032715,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,13,5.0,-0.134277,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,14,1.0,0.281738,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,14,3.0,-0.002441,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,14,5.0,-0.113281,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,15,1.0,0.273438,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,15,3.0,-0.029785,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,15,5.0,-0.128906,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,16,1.0,0.270996,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,16,3.0,-0.010254,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,16,5.0,-0.130859,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,17,1.0,0.269531,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,17,3.0,-0.016113,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,17,5.0,-0.143066,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,18,1.0,0.264648,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,18,3.0,-0.021484,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,18,5.0,-0.133301,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,19,1.0,0.291016,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,19,3.0,-0.021484,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,19,5.0,-0.104980,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,20,1.0,0.273926,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,20,3.0,-0.037109,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,20,5.0,-0.160645,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,21,1.0,0.282715,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,21,3.0,-0.024902,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,21,5.0,-0.148926,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,22,1.0,0.281738,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,22,3.0,-0.009277,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,22,5.0,-0.151855,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,23,1.0,0.252441,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,23,3.0,-0.030273,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,23,5.0,-0.142090,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,24,1.0,0.280762,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,24,3.0,-0.036621,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,24,5.0,-0.126953,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,25,1.0,0.280762,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,25,3.0,-0.029297,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,25,5.0,-0.127930,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,26,1.0,0.295410,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,26,3.0,-0.030762,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,26,5.0,-0.136719,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,27,1.0,0.272949,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,27,3.0,-0.027832,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,27,5.0,-0.140625,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,28,1.0,0.277344,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,28,3.0,-0.024902,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,28,5.0,-0.136719,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,29,1.0,0.286133,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,29,3.0,-0.016602,4096,0.981197
18,2026-03-26T18:06:45.865783+00:00,EQE1,29,5.0,-0.130859,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,0,1.0,0.293457,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,0,3.0,-0.020996,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,0,5.0,-0.162109,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,1,1.0,0.290039,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,1,3.0,-0.008301,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,1,5.0,-0.141602,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,2,1.0,0.265625,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,2,3.0,-0.027832,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,2,5.0,-0.146484,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,3,1.0,0.272949,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,3,3.0,-0.012695,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,3,5.0,-0.137695,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,4,1.0,0.272461,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,4,3.0,0.005371,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,4,5.0,-0.152832,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,5,1.0,0.269043,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,5,3.0,-0.037109,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,5,5.0,-0.137695,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,6,1.0,0.309082,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,6,3.0,-0.016602,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,6,5.0,-0.148438,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,7,1.0,0.294922,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,7,3.0,-0.015625,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,7,5.0,-0.148438,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,8,1.0,0.278809,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,8,3.0,-0.013184,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,8,5.0,-0.159180,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,9,1.0,0.297363,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,9,3.0,0.004883,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,9,5.0,-0.143066,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,10,1.0,0.279297,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,10,3.0,-0.016113,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,10,5.0,-0.125000,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,11,1.0,0.297363,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,11,3.0,-0.036133,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,11,5.0,-0.123047,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,12,1.0,0.268555,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,12,3.0,-0.027832,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,12,5.0,-0.147949,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,13,1.0,0.276855,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,13,3.0,0.002930,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,13,5.0,-0.138184,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,14,1.0,0.294922,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,14,3.0,-0.024902,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,14,5.0,-0.175293,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,15,1.0,0.271973,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,15,3.0,-0.013184,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,15,5.0,-0.132812,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,16,1.0,0.257812,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,16,3.0,-0.042969,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,16,5.0,-0.141602,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,17,1.0,0.273926,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,17,3.0,-0.007812,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,17,5.0,-0.131348,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,18,1.0,0.271973,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,18,3.0,-0.046387,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,18,5.0,-0.145996,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,19,1.0,0.286133,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,19,3.0,-0.019043,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,19,5.0,-0.133789,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,20,1.0,0.264160,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,20,3.0,-0.020508,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,20,5.0,-0.148438,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,21,1.0,0.285645,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,21,3.0,-0.014160,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,21,5.0,-0.158203,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,22,1.0,0.269531,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,22,3.0,-0.031738,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,22,5.0,-0.155273,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,23,1.0,0.279785,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,23,3.0,-0.020508,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,23,5.0,-0.137207,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,24,1.0,0.276367,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,24,3.0,-0.002930,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,24,5.0,-0.118164,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,25,1.0,0.277344,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,25,3.0,-0.020508,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,25,5.0,-0.121094,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,26,1.0,0.300293,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,26,3.0,-0.005371,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,26,5.0,-0.121582,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,27,1.0,0.290527,4096,0.981197
19,2026-03-26T18:36:45.865783+00:00,EQE1,27,3.0,-0.002441,4096,0.981197
